,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment
361391,7426,90072,1,1,2,29,8,2,0,7,0,5,828631,620215,117004,119542,557785,-138409,0,10000,6000,213131,1364,456844,1
361392,24363,826918,2,1,0,56,1,5,0,6,0,0,804952,111165,828183,137951,122452,130293,0,10000,6000,356030,275111,262470,1
361393,7426,556090,2,6,0,47,3,7,0,2,-2,3,710823,94822,789093,195724,632453,655603,0,10000,6000,246031,306468,132765,0
361394,7426,180000,1,3,1,43,4,2,4,4,0,0,114413,533483,117004,404194,82419,130293,0,10000,89949,385570,114143,205620,1
361395,7426,180000,2,1,1,42,1,2,0,7,3,0,114413,577756,117004,655738,403107,130293,252586,10000,6000,205444,248232,268662,1
361396,24363,826918,2,1,0,56,1,5,0,6,0,0,804952,111165,828183,137951,122452,130293,0,10000,6000,356030,275111,262470,0
361397,7426,180000,2,4,3,38,2,2,8,0,0,0,114413,111165,117004,228157,122452,-8372,0,331077,194919,383944,99792,6500,1
361398,8834,180000,2,4,3,38,2,2,8,0,0,0,114413,111165,117004,228157,122452,-8372,0,331077,194919,383944,99792,6500,1
361399,7426,729955,2,3,1,57,8,2,3,6,4,0,114413,111165,117004,434776,392192,130293,0,10000,284970,5000,194880,517106,0
361400,7426,180000,2,5,3,45,3,2,0,1,8,0,133848,111165,117004,494118,122452,655281,0,10000,493761,93917,10000,6500,1
361401,7426,81432,2,0,1,62,8,2,0,5,0,0,114413,111165,653239,119542,122452,166142,0,10000,6000,283236,10000,404792,1
361402,1572,180000,2,2,1,43,8,2,0,5,0,0,114413,424162,828241,480403,122452,-88873,484250,1016812,84698,5000,10000,6500,1
361403,16510,330026,2,0,2,48,1,3,0,0,0,5,836899,111165,725430,272872,451364,351958,0,10000,347426,5000,10000,68939,1
361404,7426,180000,2,5,1,45,3,2,0,1,8,0,133848,111165,117004,494118,122452,655281,0,10000,493761,93917,10000,6500,1
361405,7426,953550,2,1,1,70,1,3,0,3,0,0,539045,244778,424714,119542,122452,130293,0,10000,222103,5000,232276,119293,0
361406,15818,180000,1,0,3,21,1,2,5,7,0,4,114413,111165,117004,543087,414013,130293,0,728250,6000,5000,10000,6500,0
361407,27183,310335,2,2,3,62,2,3,0,0,0,0,497118,964965,610856,119542,766596,222804,27319,10000,49032,5000,10000,460981,0
361408,478,180000,2,6,1,70,1,2,0,8,2,6,114413,111165,10805,-41195,122452,130293,0,10000,715233,5000,224967,475186,0
361409,7426,658832,2,1,1,38,2,2,2,-2,6,0,590372,495659,117004,857885,122452,130293,0,10000,273357,458931,10000,6500,0
361410,24363,826918,2,1,1,38,1,5,0,6,0,0,804952,111165,828183,119542,122452,130293,0,10000,6000,356030,275111,262470,0
361411,2298,401227,2,6,1,38,5,2,-1,0,6,0,114413,700023,117004,119542,820744,-76053,0,10000,6000,470131,358572,6500,0
361412,17323,180000,2,1,0,51,2,2,0,-1,0,4,604829,255941,179817,119542,406643,-53333,0,10000,610581,5000,10000,6500,1
361413,29179,180000,1,1,1,42,1,2,0,0,5,6,114413,111165,117004,119542,122452,630667,0,10000,815770,5000,29265,104791,1
361414,17323,180000,2,1,0,38,2,2,0,-1,0,4,604829,255941,179817,119542,406643,-53333,0,10000,610581,5000,10000,6500,1
361415,7426,953550,2,1,1,70,1,3,0,3,0,0,539045,244778,424714,807505,122452,130293,0,10000,222103,5000,232276,119293,0
361416,16985,180000,2,6,2,23,1,2,0,0,-2,0,235673,777818,527324,468573,186649,130293,0,171634,539042,5000,10000,370743,0
361417,16898,180000,2,1,1,38,1,0,0,0,0,0,638923,949454,117004,596165,524379,868215,0,216752,244653,5000,10000,6500,1
361418,21563,138278,2,4,1,38,1,2,4,6,0,6,592567,111165,143515,489202,454494,808234,0,70114,6000,5000,166571,6500,0
361419,26532,180000,2,5,2,23,1,2,7,4,7,0,114413,852866,117004,119542,361125,-12282,0,10000,256839,384468,16314,58042,1
361420,7426,180000,2,5,1,45,3,2,0,1,0,0,114413,111165,117004,494118,122452,655281,0,10000,493761,93917,10000,6500,0
361421,7426,180000,1,1,1,38,7,2,7,-1,0,7,96599,575900,515300,119542,859294,-136693,0,811017,6000,210027,10000,465464,0
361422,7426,957745,2,4,1,56,1,2,3,7,4,0,114413,716681,117004,106355,365444,130293,0,10000,6000,6045,10000,106322,0
361423,7426,180000,2,5,1,62,6,2,0,2,4,0,114413,295672,272591,455821,812773,130293,0,94716,6000,5000,10000,6500,1
361424,16985,180000,2,6,2,23,1,2,0,0,-2,0,235673,777818,527324,468573,186649,130293,0,171634,539042,5000,37898,370743,1
361425,7426,787811,2,1,1,72,1,-1,3,0,0,4,894547,477462,252110,617836,693116,342318,0,10000,366911,5000,10000,6500,1
361426,7426,920085,2,5,0,38,6,2,0,0,0,0,677695,111165,573677,455581,824117,-122650,0,10000,602518,5000,10000,489552,1
361427,24245,787811,2,1,1,72,7,-1,3,0,0,4,894547,477462,252110,617836,693116,342318,0,299971,366911,5000,10000,6500,1
361428,7426,90072,1,1,2,29,8,2,0,7,0,5,828631,620215,232456,119542,557785,-138409,0,10000,6000,213131,1364,456844,1
361429,7426,180000,2,0,1,64,1,2,2,0,0,-1,641253,157411,117004,119542,724334,130293,0,10000,316647,5000,10000,6500,1
361430,7426,537953,1,1,0,38,7,3,0,-1,5,0,437223,431029,117004,119542,532480,874310,0,10000,6000,5000,10000,474698,0
361431,7426,81432,2,0,1,62,8,2,0,5,0,0,114413,111165,653239,119542,122452,166142,0,10000,667717,283236,10000,404792,1
361432,7426,920085,2,5,0,38,6,2,0,0,0,0,677695,111165,573677,455581,824117,-122650,0,10000,602518,5000,10000,489552,0
361433,18326,180000,2,1,0,46,-1,6,0,7,6,-1,656582,111165,103977,119542,570126,169705,0,10000,545404,5000,250455,335376,0
361434,7426,180000,2,5,1,62,6,2,0,2,4,0,114413,295672,272591,455821,122452,130293,0,94716,6000,5000,10000,6500,1
361435,7426,102680,2,1,1,46,0,2,0,0,5,0,114413,111165,763781,119542,122452,130293,0,1188516,6000,5000,10000,6500,1
361436,21472,180000,2,0,1,64,1,2,2,0,0,-1,641253,157411,108773,119542,724334,130293,0,10000,316647,5000,255987,6500,1
361437,28666,180000,2,3,3,68,7,2,5,8,4,0,114413,111165,117004,119542,70965,130293,0,10000,404993,209111,10000,521533,0
361438,15818,180000,1,0,1,21,1,2,5,7,0,4,114413,111165,117004,543087,414013,130293,0,728250,6000,5000,10000,6500,1
361439,6952,180000,2,0,0,65,7,2,8,-1,4,-1,427739,111165,117004,837144,122452,109084,0,10000,6000,96362,10000,6500,1
361440,7426,467732,2,1,1,64,4,2,3,0,0,0,114413,400530,117004,680310,122452,767842,0,22190,411618,305468,10000,6500,0
361441,21563,138278,2,4,1,38,1,2,4,6,0,6,592567,111165,117004,489202,454494,130293,0,70114,6000,5000,166571,6500,1
361442,16898,180000,2,1,1,38,6,0,-1,0,0,6,638923,949454,609341,596165,524379,868215,0,216752,244653,5000,10000,6500,1
361443,7426,110787,2,1,0,45,1,2,0,7,0,0,114413,683602,117004,119542,122452,751077,0,408266,6000,5000,357524,6500,0
361444,24245,787811,2,1,1,72,1,-1,3,0,0,4,894547,477462,252110,617836,693116,342318,0,299971,366911,5000,10000,6500,1
361445,10121,180000,2,1,0,38,1,7,0,4,0,-2,352841,950401,788550,-123360,884987,119683,0,10000,455552,5000,205649,447124,0
361446,22157,180000,2,5,2,38,7,2,0,7,7,3,748546,138622,117004,432314,122452,130293,0,275105,463527,5000,274277,516374,0
361447,7426,180000,2,1,1,56,1,2,3,7,4,0,114413,716681,117004,119542,365444,130293,0,10000,6000,6045,10000,106322,0
361448,7426,537953,1,1,0,38,1,3,0,-1,5,0,437223,431029,117004,119542,532480,874310,0,10000,6000,5000,10000,474698,0
361449,7426,180000,2,6,3,44,4,2,0,7,0,8,114413,111165,117004,611037,122452,927217,0,10000,221481,5000,397553,6500,0
361450,16985,180000,2,6,2,23,1,2,0,0,-2,0,235673,777818,527324,468573,186649,130293,0,171634,539042,5000,10000,370743,0
361451,7426,180000,2,1,1,56,1,2,3,7,4,0,114413,716681,117004,119542,365444,130293,0,10000,6000,6045,10000,106322,1
361452,7426,787811,2,1,1,72,1,-1,3,0,0,4,894547,477462,252110,617836,693116,342318,0,299971,366911,5000,10000,6500,1
361453,18987,180000,2,1,3,25,1,2,2,0,0,-2,861380,111165,603958,119542,566197,134549,0,10000,664211,5000,21446,395148,1
361454,1572,180000,2,2,1,43,8,2,0,5,0,0,114413,424162,828241,480403,122452,-88873,484250,1016812,84698,5000,10000,6500,0
361455,21563,138278,2,1,1,38,1,2,4,6,0,6,592567,111165,117004,489202,454494,130293,0,70114,6000,5000,166571,6500,1
361456,7426,180000,2,5,1,62,6,2,0,2,4,0,114413,295672,272591,455821,122452,130293,0,10000,6000,5000,10000,6500,1
361457,7426,180000,2,0,1,64,1,2,2,0,0,-1,641253,157411,108773,119542,724334,130293,0,10000,316647,5000,255987,6500,0
361458,7426,180000,2,5,1,58,1,2,8,3,3,2,765566,111165,117004,119542,122452,126256,0,10000,6000,5000,7725,473030,0
361459,7426,180000,1,2,1,75,4,2,4,4,0,3,664834,820691,446739,119542,621991,130293,0,356146,6000,390214,10000,6500,1
361460,26532,180000,2,5,2,38,1,2,7,4,7,0,114413,852866,117004,119542,361125,130293,0,10000,256839,384468,16314,58042,1
361461,7426,467732,2,1,1,64,4,2,3,0,0,0,128994,400530,117004,680310,122452,767842,0,22190,411618,305468,10000,6500,0
361462,21563,138278,2,4,1,38,1,2,4,6,0,6,592567,111165,143515,489202,454494,130293,0,70114,6000,5000,166571,6500,1
361463,10188,180000,1,4,3,38,1,2,6,0,4,2,114413,359818,117004,119542,122452,456130,0,341612,178644,5000,393906,6500,1
361464,16840,102680,2,1,1,46,0,2,0,0,5,0,114413,111165,763781,119542,122452,130293,0,1188516,6000,5000,10000,6500,0
361465,2739,50000,2,1,2,25,-1,1,-1,-1,-1,-1,779306,3020,831807,2185,0,5918,0,2262,877591,0,5918,0,1
361466,5471,712532,2,1,1,25,-1,2,-1,-1,-1,7,764913,3020,2262,294354,825923,5918,0,2262,2185,0,5918,0,1
361467,29170,50000,2,3,2,25,-1,2,-1,-1,5,-1,-127592,201639,246432,762655,843253,5918,0,2262,2185,0,5918,0,1
361468,2739,50000,2,1,2,25,-1,1,-1,-1,7,-1,779306,3020,831807,2185,0,5918,0,2262,877591,0,5918,0,1
361469,27694,616020,2,1,0,25,-1,4,-1,-1,-1,-1,9040,474890,495340,2185,917504,5918,0,2262,80065,0,248817,0,0
361470,27694,178416,2,3,2,25,-1,2,0,-1,-1,-1,9040,512715,710880,511574,249718,5918,0,664350,2185,0,5918,0,0
361471,27694,616020,2,1,0,25,-1,4,-1,-1,-1,-1,9040,474890,495340,2185,917504,5918,0,2262,80065,0,248817,112121,0
361472,2739,50000,2,1,2,25,-1,1,-1,4,7,-1,779306,3020,831807,2185,0,5918,0,2262,877591,0,5918,0,1
361473,27694,50000,2,1,2,25,1,2,-2,-2,4,-1,200812,3020,2262,2185,739805,5918,477757,2262,355299,0,5918,0,1
361474,27694,852716,1,1,2,25,8,2,1,-1,-1,-1,559142,420297,291075,2185,206964,5918,136405,1201064,2185,0,5918,0,1
361475,10140,480476,1,4,3,25,-1,2,-1,-1,-1,-1,611186,300926,680857,2185,917156,5918,0,2262,623185,0,77014,0,0
361476,27694,946410,2,5,1,25,-1,2,8,7,2,-1,831580,3020,468875,2185,81115,5918,0,2262,2185,0,236875,0,1
361477,27694,852716,1,1,0,25,8,2,1,-1,-1,-1,559142,420297,291075,2185,206964,5918,136405,1201064,2185,0,5918,0,1
361478,27694,50000,2,4,2,25,-1,2,6,0,7,-1,83676,193551,848330,2185,600042,22607,0,2262,2185,0,24330,0,0
361479,5471,712532,2,1,1,53,-1,3,-1,-1,-1,7,764913,432201,322301,294354,825923,5918,0,2262,218147,0,5918,0,1
361480,27694,50000,2,0,0,25,-1,-1,4,2,-1,-1,9040,823597,219200,-98624,-53357,952252,0,598083,865202,104850,215210,0,0
361481,27694,563560,2,4,2,25,-1,2,6,0,7,-1,83676,193551,848330,2185,600042,22607,0,2262,2185,0,24330,0,1
361482,27061,50000,2,1,2,74,-1,2,3,-1,6,-1,280007,3020,560749,546978,638637,-129097,0,2262,2185,0,5918,0,1
361483,27694,177370,1,1,2,25,4,2,5,5,-2,6,804759,3020,291492,2185,404253,5918,113670,2262,2185,0,5918,0,0
361484,20534,784200,1,0,3,61,3,2,1,4,-1,-1,9040,623815,745187,2185,251984,5918,0,495887,2185,0,5918,0,1
361485,21087,50000,2,1,1,25,-1,2,-2,5,-1,-2,9040,632460,176607,117735,0,5918,0,2262,432372,0,5918,0,1
361486,3942,50000,1,5,1,25,6,2,-1,-1,-2,8,9040,75128,593675,740181,101401,178423,0,2262,2185,0,5918,0,0
361487,5471,712532,2,1,1,53,-1,3,-1,-1,-1,7,764913,432201,322301,294354,825923,5918,0,2262,218147,0,5918,0,1
361488,27694,636337,2,5,0,34,-1,5,6,0,-1,-1,740524,884974,364733,2185,617970,5918,0,2262,2185,0,384562,0,0
361489,27694,946410,2,5,1,25,-1,2,8,7,2,-1,831580,179799,468875,2185,81115,5918,0,2262,2185,0,236875,344183,1
361490,29947,50000,2,5,2,25,-1,2,-1,6,8,2,757150,241427,147510,103218,0,524367,0,865608,2185,0,5918,508878,0
361491,8994,35358,2,1,2,25,7,2,4,-1,-1,2,730540,667767,647916,2185,0,942077,0,2262,802937,0,5918,302421,1
361492,29434,196897,2,5,2,43,5,0,6,-1,-1,-1,495712,208759,378832,2185,830278,334765,0,2262,186865,0,358338,0,1
361493,3942,50000,1,5,1,25,6,2,-1,1,-2,8,9040,75128,593675,740181,101401,178423,0,2262,2185,0,5918,0,1
361494,27694,277510,2,1,2,43,3,2,6,7,4,8,106628,194212,488079,2185,90819,303595,0,796607,2185,0,289836,0,1
361495,27694,85056,1,4,2,28,-1,2,3,5,5,3,184389,583311,231784,436163,469054,832064,287005,2262,2185,0,132622,0,1
361496,20534,784200,1,0,3,61,3,2,1,4,-1,-1,9040,623815,745187,2185,251984,5918,0,495887,705353,0,5918,0,1
361497,19098,838934,2,3,0,34,-1,2,3,8,3,-1,-116635,148868,572260,817215,0,5918,0,2262,121225,0,5918,377842,0
361498,21087,50000,2,1,1,25,-1,2,-2,5,5,-2,9040,632460,176607,117735,0,5918,0,2262,432372,0,5918,0,1
361499,29292,50000,2,1,2,35,-1,2,5,2,-1,-1,765573,959435,474922,274239,669987,-103665,0,2262,737281,0,5918,0,0
361500,24672,852716,1,1,0,25,8,2,1,-1,-1,-1,559142,420297,291075,2185,206964,5918,136405,1201064,2185,0,5918,0,1
361501,8994,35358,2,1,2,25,7,2,4,-1,-1,2,730540,667767,647916,2185,315374,942077,0,2262,802937,0,5918,302421,1
361502,27694,764683,2,1,2,25,8,3,3,4,-1,3,735189,361231,2262,702368,197097,5918,0,2262,707332,0,62741,0,0
361503,21146,283759,2,1,3,25,-1,7,8,1,-1,2,566808,313623,802086,2185,374609,-73781,0,2262,2185,23046,5918,53382,1
361504,29292,50000,2,1,2,35,-1,2,5,2,-1,-1,765573,959435,474922,274239,669987,-103665,0,2262,737281,0,5918,0,1
361505,1571,50000,1,2,2,29,2,-1,-1,-1,2,-1,-149237,3020,292637,501019,0,927226,514970,2262,287972,0,108847,0,0
361506,9867,764683,2,1,2,25,8,3,3,4,-1,3,735189,361231,2262,702368,197097,5918,0,2262,707332,0,62741,0,0
361507,27061,50000,2,1,2,74,-1,2,3,-1,6,-1,280007,3020,560749,546978,638637,-129097,0,2262,374440,0,5918,0,1
361508,19098,838934,2,3,0,34,-1,2,3,8,3,-1,-116635,148868,572260,817215,0,299095,0,2262,121225,0,5918,377842,0
361509,24672,852716,1,1,0,38,8,2,1,-1,-1,-1,559142,420297,291075,2185,206964,5918,136405,1201064,2185,0,5918,0,1
361510,27694,636337,2,5,0,34,-1,5,6,0,-1,-1,740524,884974,364733,2185,617970,5918,0,2262,2185,0,384562,417359,1
361511,21087,50000,2,1,1,27,-1,2,-2,5,5,-2,9040,632460,176607,117735,0,5918,0,2262,432372,0,5918,0,1
361512,27694,852903,2,3,2,25,-2,5,-2,0,-1,-1,950903,937019,2262,2185,27303,444380,0,477731,516655,0,5918,314322,0
361513,5084,636337,2,5,0,34,-1,5,6,0,-1,-1,740524,884974,364733,2185,617970,5918,0,2262,2185,0,384562,417359,1
361514,27694,85056,1,4,3,28,-1,2,3,5,5,3,184389,583311,231784,436163,469054,832064,287005,2262,2185,0,132622,0,1
361515,27694,314693,2,1,2,68,7,2,1,2,6,-1,882052,531285,147202,2185,484365,695703,308461,2262,2185,510714,5918,242196,0
361516,24672,852716,1,0,0,38,8,2,1,-1,-1,-1,559142,420297,291075,2185,206964,5918,136405,1201064,2185,0,5918,0,1
361517,8994,35358,2,1,2,25,7,2,4,-1,-1,2,730540,667767,647916,2185,315374,942077,0,2262,802937,0,83198,302421,1
361518,27694,507058,2,1,3,73,-1,4,6,-1,4,5,596269,196542,704667,664916,905374,5918,0,2262,95447,424500,5918,0,1
361519,27061,50000,2,1,2,74,7,2,3,-1,6,-1,280007,3020,560749,546978,638637,-129097,0,2262,374440,0,5918,0,1
361520,27694,622572,1,5,0,25,-1,6,0,7,-1,2,9040,754218,2262,-124007,-44571,5918,0,671402,232583,432748,302772,373377,0
361521,21146,283759,2,3,3,25,-1,7,8,1,-1,2,566808,313623,802086,2185,374609,-73781,0,2262,2185,23046,5918,53382,0
